kapper;1_profit;1_bets;2_profit;2_bets;3_profit;3_bets;4_profit;4_bets;5_profit;5_bets;6_profit;6_bets;7_profit;7_bets;8_profit;8_bets;9_profit;9_bets;10_profit;10_bets;11_profit;11_bets;12_profit;12_bets;13_profit;13_bets;14_profit;14_bets;15_profit;15_bets;16_profit;16_bets;17_profit;17_bets;18_profit;18_bets;19_profit;19_bets;20_profit;20_bets;21_profit;21_bets;22_profit;22_bets;23_profit;23_bets;24_profit;24_bets;25_profit;25_bets;26_profit;26_bets;27_profit;27_bets;28_profit;28_bets;29_profit;29_bets;30_profit;30_bets
zmey521;0.00;1;+2.46;2;+2.46;2;+5.97;3;+5.97;3;+5.97;3;+5.97;3;+8.32;4;+5.07;5;+1.92;6;+3.60;7;+3.60;7;+7.14;8;+7.14;8;+3.93;9;+3.93;10;+3.93;10;+3.93;10;+0.81;11;+0.81;11;+0.81;11;+0.81;11;+0.81;11;+0.81;11;+0.81;11;+0.81;11;+0.81;11;+0.81;11;+0.81;11;+0.81;11
MATVEEV1989;0.00;1;+3.94;2;+3.94;4;+2.54;7;+2.54;7;+2.54;7;+2.54;7;+2.54;7;+2.54;7;+2.54;7;+2.54;8;-2.48;9;-2.48;9;-2.48;9;-2.48;9;-11.97;15;-11.97;15;-11.97;15;-11.97;15;-1.09;16;-1.09;16;-1.09;16;-1.09;16;-1.09;16;-1.09;16;-1.09;16;-1.09;16;-1.09;16;-1.09;16;-1.09;16
Mosalev972;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;+7.24;8;+15.24;11;+24.28;13;+21.94;14;+15.85;16;+18.97;20;+18.61;21;+12.71;23;+12.71;23;+12.71;23;+12.71;23;+12.71;23;+12.71;23;+12.71;23;+12.71;23;+12.71;23;+12.71;23;+12.71;23;+12.71;23;+12.71;23;+12.71;23;+12.71;23;+12.71;23;+12.71;23;+12.71;23
%d1%e5%f0%fb%e9_%ea%e0%f0%e4%e8%ed%e0%eb;0.00;1;+2.55;3;+2.55;3;+0.59;4;+0.59;4;+3.15;5;+5.88;6;+0.59;7;+0.59;7;+0.59;8;+0.59;8;+0.59;8;+0.59;8;+4.52;10;+4.01;12;-1.19;13;+0.15;15;-2.20;16;-5.78;19;-1.34;20;+0.60;22;+1.66;23;+1.66;23;+2.24;24;+2.24;24;+2.24;24;+2.24;24;+2.24;24;+2.24;24;+2.24;24
tigran301989;0.00;1;+3.55;2;+3.55;3;+3.55;3;+7.17;4;+7.17;4;+7.17;4;+7.17;4;+11.43;6;+19.23;8;+18.20;9;+18.20;9;+23.04;10;+11.07;14;+11.07;14;+11.07;14;+11.07;14;+11.07;14;+11.07;14;-0.51;16;-5.48;19;-3.18;26;+0.90;31;-2.45;35;-2.45;35;-2.45;35;-2.45;35;-2.45;35;-2.45;35;-2.45;35
ZorroZ;0.00;4;-0.96;7;-1.01;9;-1.01;9;-1.01;9;-0.95;11;-1.93;13;-1.93;13;-1.44;15;-2.42;17;-1.54;18;-2.03;19;-1.25;20;-1.25;20;-0.63;22;-0.10;23;-0.59;26;-0.25;28;+0.67;29;+0.67;29;+0.67;29;+0.67;29;+0.67;29;+0.67;29;+0.67;29;+0.67;29;+0.67;29;+0.67;29;+0.67;29;+0.67;29
motya2017rus;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;+4.31;5;+5.11;8;+6.46;11;+5.31;13;+5.31;13;+5.31;13;+5.31;13;+5.31;13;+5.31;13;+5.31;13;+5.31;13;+5.31;13;+5.31;13
%d1%ea%e0%e6%e5%ec_%ef%ee%ef%e0%ed%e0%ec_%ed%e5%f2;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;-7.41;10;-5.85;12;-5.85;12;-5.85;15;-5.85;15;-5.85;15;-5.85;15;-5.85;15;-5.85;15;-5.85;15;-5.85;15
%cb%fe%f2%e8%ea;+9.02;5;+7.95;10;-2.53;11;-2.53;11;-2.53;11;-2.53;11;-2.53;11;-2.53;11;-2.53;11;-2.53;11;-2.53;11;-2.53;11;-2.53;11;-2.53;11;-2.53;11;+0.14;12;+2.59;13;+5.45;14;+8.34;15;+12.13;16;+6.53;17;+6.53;17;+6.53;17;+6.53;17;+6.53;17;+6.53;17;+6.53;17;+6.53;17;+6.53;17;+6.53;17
Ggg77;0.00;1;0.00;1;+1.15;2;+1.15;2;-1.72;4;+3.95;5;+3.95;5;+1.09;7;-0.17;10;-5.90;11;-5.90;11;-2.35;12;-2.35;12;-2.35;12;-0.97;13;+0.29;14;+0.29;14;+0.29;14;+1.98;15;+3.95;16;+3.95;16;+3.95;16;+3.95;16;+3.95;16;+3.95;16;+3.95;16;+3.95;16;+3.95;16;+3.95;16;+3.95;16
Andrey445;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;-0.96;8;-0.96;8;-0.96;9;-5.89;13;-5.89;13;-5.89;13;-5.89;13;-5.89;13;-5.89;13;-5.89;13;-5.89;13;-5.89;13;-5.89;13;+8.63;17;+7.12;20;+7.12;20;+7.12;20;+7.12;20;+7.12;20;+7.12;20;+7.12;20
nessabbet;+5.02;8;+5.02;8;+16.40;17;+16.40;17;+16.40;17;+19.66;23;+28.56;29;+25.10;31;+24.09;34;+17.90;36;+17.90;36;+17.90;36;+6.41;37;+6.41;37;+6.41;37;+6.41;37;+6.41;37;+6.41;37;+6.41;37;+6.41;37;+6.41;37;+6.41;37;+6.41;37;+6.41;37;+6.41;37;+6.41;37;+6.41;37;+6.41;37;+6.41;37;+6.41;37
azatgan1978;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;-3.00;2;+2.19;5;-6.08;6;-6.08;6;-6.08;6;-6.08;6;-6.08;6;-6.08;6;-6.08;6;-10.75;9;-6.64;11;-6.64;11;-6.64;11;-6.64;11;-6.64;11;-6.64;11;-6.64;11
Mr_Simpson;0.00;1;-4.99;2;-4.99;2;-4.99;2;-4.99;2;-4.99;2;-4.99;2;-4.99;2;-4.99;2;-9.78;3;-9.78;3;-12.03;5;-12.03;5;-12.03;5;-12.03;5;-12.03;5;-12.03;5;-12.03;5;-12.03;5;-12.03;5;-12.70;12;-5.03;13;-0.14;16;-0.14;16;-0.14;16;-0.14;16;-0.14;16;-0.14;16;-0.14;16;-0.14;16
Izard;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;+8.10;9;+14.13;11;+32.56;16;+38.69;21;+33.40;23;+18.58;27;+18.28;32;+27.67;36;+34.24;39;+41.21;43;+22.04;48;+38.13;51;+28.25;55;+34.61;59;+21.52;63;+21.52;63;+21.52;63;+21.52;63;+21.52;63;+21.52;63;+21.52;63
NHLhockey;0.00;2;-0.65;4;-5.50;8;-5.64;10;-6.01;12;-3.62;14;-4.62;16;-0.41;18;+0.11;20;+3.09;24;+1.79;28;+1.79;28;+1.79;28;-0.78;29;-0.78;29;-0.78;29;-0.78;29;-0.78;29;+0.29;32;+1.65;33;+2.63;34;+2.63;34;+2.63;34;+2.63;34;+2.63;34;+2.63;34;+2.63;34;+2.63;34;+2.63;34;+2.63;34
%ef%f0%ee%f4%e5%f1%f1%ee%f0_%ec%e0%e2%f0%ee%e4%e0%ea%e8;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;2;0.00;3;0.00;3;-0.27;6;-0.27;6;-0.68;7;-0.68;7;-0.68;10;-0.28;11;-0.08;12;-0.08;12;-0.08;14;-0.08;14;-0.25;16;-0.25;16;-0.25;16;-0.25;16;-0.25;16;-0.25;16;-0.25;16;-0.25;16;-0.25;16;-0.25;16
npolonskiy94;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;-4.97;9;-4.97;9;-4.97;9;-4.97;9;-4.97;9;-5.23;17;-4.10;25;-2.13;33;-3.71;41;+0.42;49;+1.52;54;+1.52;54;+1.52;54;+1.52;54;+1.52;54;+1.52;54;+1.52;54
acdc666;0.00;2;-0.05;4;+1.66;6;+0.73;7;+2.89;9;-3.21;10;-7.09;14;-8.69;18;-5.51;22;-12.07;25;-7.91;28;-4.01;31;+0.68;33;-0.50;36;-4.85;38;+0.25;39;-2.75;40;-5.64;42;-6.24;45;-2.78;46;-1.19;47;-4.13;48;-4.13;48;-4.13;48;-4.13;48;-4.13;48;-4.13;48;-4.13;48;-4.13;48;-4.13;48
AquaToRia;0.00;1;+4.89;2;+2.26;3;+2.26;3;+2.26;3;+2.26;3;+2.26;3;+2.26;3;-1.32;4;-1.32;4;+0.62;5;+0.62;5;+0.62;5;+0.62;7;-0.56;9;+1.02;12;+1.02;12;+0.02;16;-6.27;19;-6.25;20;-6.25;20;-6.25;20;-10.47;24;-10.47;24;-10.47;24;-10.47;24;-10.47;24;-10.47;24;-10.47;24;-10.47;24
History_Bet;+2.59;2;+7.39;5;+15.78;6;+21.11;8;+25.40;10;+30.85;13;+29.39;16;+14.54;21;+15.31;22;+18.18;23;+18.18;25;+25.83;27;+29.10;29;+18.54;31;+10.02;34;+13.99;40;+21.62;42;+28.20;45;+34.07;53;+25.56;55;+20.79;58;+23.79;61;+15.08;63;+15.08;63;+15.08;63;+15.08;63;+15.08;63;+15.08;63;+15.08;63;+15.08;63
Osal;0.00;1;+3.37;2;+3.37;2;+3.37;2;+3.37;2;+6.40;3;+4.26;5;+4.26;8;-1.49;9;-5.70;10;+0.41;11;+0.41;11;+0.41;11;-3.79;13;-5.26;14;-5.26;14;-2.63;15;-2.63;15;-4.74;16;-4.74;16;-4.74;17;-2.99;18;-1.56;20;-1.56;20;-1.56;20;-1.56;20;-1.56;20;-1.56;20;-1.56;20;-1.56;20
Orange_Capper;0.00;1;0.00;1;0.00;1;0.00;1;-4.99;3;-12.44;4;-12.44;4;-16.80;5;-12.64;6;-12.64;6;-17.00;7;-17.00;7;-14.19;8;-18.45;9;-14.39;10;-14.39;10;-14.39;10;-14.39;10;-10.77;11;-7.74;12;-7.74;12;-7.74;12;-7.74;12;-12.34;13;-12.34;13;-12.34;13;-12.34;13;-12.34;13;-12.34;13;-12.34;13
bflot;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;+4.17;2;+4.17;2;+4.17;2;+4.17;2;+4.17;2;+6.50;3;+8.46;5;-2.06;6;+2.03;8;-8.13;9;-8.13;9;-8.13;9;-8.13;9;-8.13;9;+2.29;10;+2.29;11;+2.29;11;+2.29;11;+2.29;11;+2.29;11;+2.29;11;+2.29;11;+2.29;11
robin bobin;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;+8.80;3;+11.46;4;+5.87;7;+0.58;11;-9.01;15;-9.01;15;-9.01;15;-9.01;15;-8.07;17;-8.07;17;-8.07;17;-12.65;19;-1.88;22;-1.88;22;-1.88;22;-1.88;22;-1.88;22;-1.88;22;-1.88;22
viktor.serdyukov;0.00;4;-11.93;5;-11.93;5;-11.93;5;-11.93;5;-11.93;5;-11.93;5;-8.78;7;-3.49;8;-0.87;13;-6.91;15;-6.91;15;+0.26;26;-9.34;34;-17.29;37;-17.29;37;-17.29;37;-15.35;44;+1.30;49;+1.30;49;+1.30;49;+1.30;49;+1.30;49;+1.30;49;+1.30;49;+1.30;49;+1.30;49;+1.30;49;+1.30;49;+1.30;49
andrey.korablev;0.00;1;+0.55;2;-1.85;3;-1.85;3;-1.85;3;-1.85;3;-0.17;4;+1.59;5;-0.81;6;-3.22;7;-3.22;7;-3.22;7;-7.10;8;-7.10;8;-5.17;9;-5.17;10;-5.17;10;-8.02;11;-5.13;12;-3.68;13;-3.68;13;-3.68;13;-3.68;13;-3.68;13;-3.68;13;-3.68;13;-3.68;13;-3.68;13;-3.68;13;-3.68;13
fabrizzio;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;-2.66;6;-5.21;8;-5.20;9;-5.20;9;-5.20;9;-5.20;10;-5.20;10;-5.20;10;-5.20;10;-5.20;10;-2.17;13;-8.87;14;-8.87;14;-8.87;14;-8.87;14;-8.87;14;-8.87;14;-8.87;14;-8.87;14;-8.87;14;-8.87;14;-8.87;14;-8.87;14
Sharkofbetting;-1.20;5;-1.20;5;-11.81;6;-14.02;9;-20.63;15;-12.13;19;-19.59;21;-13.29;26;-13.83;28;-19.58;31;-25.88;35;-17.20;40;-16.00;42;-12.66;45;-10.12;48;-7.63;50;-5.96;54;-10.03;56;-3.82;60;+4.21;62;+5.93;66;-2.57;69;-7.56;72;-0.71;73;-0.71;73;-0.71;73;-0.71;73;-0.71;73;-0.71;73;-0.71;73
Krzysztof Oliwa;0.00;1;-4.27;2;-2.46;3;-2.46;3;-2.46;3;-2.46;3;+1.68;6;+9.32;7;+9.32;7;+9.32;7;+9.32;7;+9.32;7;+9.32;7;+5.81;9;+2.09;12;-12.26;13;-16.25;16;-16.48;18;-16.27;21;-9.38;23;-12.26;24;-12.26;26;-7.96;27;-11.65;28;-11.65;28;-11.65;28;-11.65;28;-11.65;28;-11.65;28;-11.65;28
%c0%eb%e5%ea%f1%e5%e9+%c3%ee%f0%eb%ee%e2;0.00;3;0.00;3;0.00;3;+11.32;5;+5.76;6;+5.76;6;+5.76;6;+5.76;6;+5.76;6;+5.76;6;+1.53;9;+1.53;9;+1.53;9;+1.53;9;+1.53;9;+1.53;9;+1.53;9;+1.53;9;+1.53;9;-1.82;10;-1.82;10;-1.82;10;-1.82;10;-1.82;10;-1.82;10;-1.82;10;-1.82;10;-1.82;10;-1.82;10;-1.82;10
Sxb;0.00;2;0.00;2;0.00;2;0.00;2;-1.56;6;+2.92;10;+11.41;14;+10.10;16;+9.11;22;-2.46;28;-5.82;29;-3.15;32;-5.86;33;-3.52;36;-6.60;37;-4.62;38;-2.83;40;-2.83;40;-2.83;40;-2.83;40;-2.83;40;-2.83;40;-2.83;40;-2.83;40;-2.83;40;-2.83;40;-2.83;40;-2.83;40;-2.83;40;-2.83;40
ShirokovD;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;+3.68;4;+3.68;4;+3.68;4;+5.89;6;+5.89;6;+7.03;7;+5.55;11;+5.55;11;+5.55;11;+5.55;11;+5.55;11;+5.55;11;+9.06;14;+3.21;18;+3.21;18;+3.21;18;+3.21;18;+3.21;18;+3.21;18;+3.21;18;+3.21;18;+3.21;18;+3.21;18
ortega90;0.00;2;-4.99;3;-4.99;3;-4.99;3;-4.99;4;-6.10;5;-6.10;5;-5.17;10;-13.87;12;-12.47;16;-12.47;16;-12.47;16;-15.22;21;-8.41;22;-8.41;22;-8.41;22;-12.07;23;-12.07;25;-10.40;26;-10.40;26;-10.40;26;-10.40;26;-8.52;28;-8.52;28;-6.60;29;-6.60;29;-6.60;29;-6.60;29;-6.60;29;-6.60;29
Evnk;+4.03;9;+19.95;19;+9.89;22;+4.41;24;+2.26;26;+2.26;26;+2.26;26;-7.70;28;-7.70;28;-7.70;28;-7.70;28;-7.70;28;-7.70;28;-7.70;28;-1.27;35;-1.27;37;+8.21;43;+2.99;46;-2.14;47;-2.14;47;-2.14;47;-2.14;47;-2.14;47;-2.14;47;-2.14;47;-2.14;47;-2.14;47;-2.14;47;-2.14;47;-2.14;47
igor23podgornyi;0.00;2;+2.41;6;+9.74;9;+13.60;11;+13.60;11;+13.60;11;+13.60;11;+13.60;11;+13.60;11;+13.60;11;+13.60;11;+13.60;11;+13.60;11;+13.60;11;+13.60;11;+22.54;12;+29.56;14;+28.14;17;+21.76;20;+30.63;24;+30.63;24;+30.28;27;+36.75;35;+22.74;43;+2.21;45;+2.21;45;+2.21;45;+2.21;45;+2.21;45;+2.21;45
KiberGod;+5.69;2;+5.69;2;+5.69;2;+5.69;2;+5.69;2;+5.69;2;+5.69;2;+5.69;2;+5.69;2;+5.69;2;+7.05;4;-3.37;5;+10.26;11;+10.26;11;+4.76;14;-2.77;15;-3.95;18;-7.33;19;-1.49;21;+7.42;23;-3.01;24;-3.01;24;-3.01;24;-3.01;24;-3.01;24;-3.01;24;-3.01;24;-3.01;24;-3.01;24;-3.01;24
taugres1981;+4.40;3;+3.64;5;-6.54;8;+1.50;13;-9.10;20;+6.11;25;+7.96;32;-7.22;36;-3.93;40;-12.07;44;-9.50;51;-2.33;55;+8.03;59;+7.98;61;+13.47;62;+13.47;62;+7.80;64;-2.70;67;-3.18;69;-9.20;72;-10.18;75;-5.41;78;-14.21;81;-11.39;83;-7.81;86;-7.81;86;-7.81;86;-7.81;86;-7.81;86;-7.81;86
tigervana;0.00;1;0.00;1;0.00;1;-3.00;2;-5.90;3;-8.74;4;-7.64;6;-7.64;6;-7.64;6;-7.64;6;-6.39;7;-6.39;9;-3.92;11;-8.09;13;-6.82;15;-6.82;15;-6.82;15;-6.82;15;-6.82;15;-6.82;15;-6.82;15;-6.82;15;-6.82;15;-6.82;15;-9.45;19;-9.45;19;-9.45;19;-9.45;19;-9.45;19;-9.45;19
timurt;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;-2.98;5;-2.98;5;+2.34;10;-1.43;11;-0.96;14;-9.44;16;-9.44;16;-6.32;17;-6.32;17;-6.32;17;-6.32;17;-6.32;17;-6.32;17;-6.32;17
Stun;0.00;4;+2.62;5;+5.91;6;+5.91;6;+5.91;6;+5.91;6;+5.91;6;+5.91;6;+5.91;6;+5.91;6;+5.91;6;+5.91;6;+5.91;6;+5.91;6;+9.91;7;+9.91;7;+9.91;7;+9.91;7;+9.91;7;+9.91;7;+4.15;9;+11.54;12;+13.69;14;+11.69;15;+5.83;19;+5.83;19;+5.83;19;+5.83;19;+5.83;19;+5.83;19
gusorain;-4.99;1;-4.99;1;-9.74;2;-9.74;2;-9.74;2;-9.74;2;-9.74;2;-9.06;4;-4.52;8;-1.38;10;+0.84;13;+0.07;15;-1.43;17;-11.03;20;-11.03;20;-11.03;20;-11.03;20;-11.03;20;-11.03;20;-1.60;24;-5.20;26;-5.20;26;-5.20;26;-5.20;26;-5.20;26;-5.20;26;-5.20;26;-5.20;26;-5.20;26;-5.20;26
Priko111;+1.77;4;+1.77;4;+1.22;7;+14.80;12;+28.34;15;+27.36;20;+20.94;25;+3.45;27;+2.30;30;-12.26;34;-12.26;34;-11.70;38;-17.06;42;-2.92;46;-5.54;49;-9.96;54;-0.86;57;+0.47;62;+6.12;67;+6.28;69;-4.03;71;-4.85;72;-4.85;72;-9.58;74;-9.58;74;-9.58;74;-9.58;74;-9.58;74;-9.58;74;-9.58;74
%d2%e2%ee%e9+%ef%f0%ee%e3%ed%ee%e7;0.00;9;-1.55;18;-9.48;25;-11.79;28;-11.78;37;-11.78;37;-11.78;37;-11.78;37;-11.78;37;-4.18;43;-2.21;49;-5.81;55;-2.10;60;-7.16;64;-10.30;73;-20.06;82;-14.34;90;+2.14;95;+9.86;104;-9.91;109;-13.27;114;-11.52;128;+0.66;136;+6.77;143;+5.31;154;+5.31;154;+5.31;154;+5.31;154;+5.31;154;+5.31;154
Earnest Victory;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;+4.93;3;+4.93;3;+4.93;4;+4.93;5;-4.83;8;+1.13;12;-6.73;15;+0.47;20;-3.15;23;-3.15;23;-3.15;23;-3.15;23;-3.15;23;-3.15;23;-3.15;23
vikulovyury;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;+4.79;5;+5.16;10;+7.65;11;+3.01;14;+1.98;17;-7.04;18;-5.28;19;-2.30;21;-4.70;25;-3.27;26;-3.27;26;-3.27;27;-3.27;27;-3.27;27;-3.27;27;-3.27;27;-3.27;27;-3.27;27;-3.27;27;-3.27;27
Izgryazi;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;-3.06;4;+0.88;5;+3.42;6;+3.42;6;-1.70;7;-6.61;10;-6.61;10;-2.29;15;-2.29;15;-2.29;15;-2.29;15;-2.29;15;-2.29;15
Gia T;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;-4.84;2;-4.84;2;-4.84;2;-4.84;2;-9.59;3;+0.65;7;-9.55;13;-13.86;18;-4.61;25;-3.07;31;+11.13;38;+23.18;43;+25.57;52;-3.80;54;+0.54;62;-17.97;70;-17.97;70;-17.97;70;-17.97;70;-17.97;70;-17.97;70
Arifba17;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;0.00;6;-3.49;8;-12.88;13;-12.88;13;-12.88;13;-12.88;13;-12.88;13;-16.20;21;-16.20;21;-11.62;27;-11.62;27;-11.62;27;-11.62;27;-11.62;27;-11.62;27
Tolegen-betting;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;4;0.00;4;+4.92;5;+4.65;8;+4.65;8;-5.54;11;+6.52;13;+9.98;14;+7.22;18;+7.22;18;+4.33;20;+4.33;21;+4.33;22;+6.26;24;+6.26;24;+6.26;25;+1.47;28;-14.36;33;-14.36;33;-14.36;33;-14.36;33;-14.36;33;-14.36;33;-14.36;33;-14.36;33
Mr.Stavka;+2.74;2;+7.56;4;+5.15;6;+5.15;6;+5.15;6;+5.15;6;+5.15;6;+5.15;6;+8.28;8;+8.28;8;+3.95;10;+12.21;12;+1.29;13;+4.98;14;-0.26;15;-5.24;16;+1.45;18;-3.62;20;-7.09;23;-4.08;31;+7.46;33;-9.91;40;-9.91;40;-10.05;42;-10.05;42;-10.05;42;-10.05;42;-10.05;42;-10.05;42;-10.05;42
Deadscream;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;-0.49;6;-1.64;12;+25.05;19;+36.34;25;+14.09;31;+14.31;39;+19.17;46;+19.06;52;+5.27;61;+17.70;69;-3.78;73;-11.15;79;-11.15;79;-11.15;79;-11.15;79;-11.15;79;-11.15;79
WAY TO VALHALLA;-3.91;5;-2.89;15;-1.44;23;-1.94;31;+6.18;39;+7.16;47;+1.81;54;-1.13;56;+5.08;60;+5.08;60;+3.92;69;-10.31;71;-10.31;71;-10.31;71;-10.31;71;-10.31;71;-13.34;81;-12.27;90;-4.65;91;+1.06;94;-2.44;103;-2.44;103;-8.72;109;-12.04;115;-12.04;115;-12.04;115;-12.04;115;-12.04;115;-12.04;115;-12.04;115
Aleksei Shalapaev;0.00;6;+1.07;12;-1.80;15;+4.26;17;+2.26;21;+1.27;22;-5.61;26;-3.07;30;-7.06;38;-8.64;41;-14.32;45;-10.88;46;-12.46;52;-10.40;53;-6.89;56;-6.89;56;-6.89;56;-6.89;56;-6.89;56;-13.77;59;-13.77;59;-13.77;59;-13.77;59;-13.77;59;-13.77;59;-13.77;59;-13.77;59;-13.77;59;-13.77;59;-13.77;59
Psih42;+2.51;5;-3.21;15;+3.71;21;-11.68;28;-25.96;36;-28.69;41;-33.03;48;-31.00;55;-28.82;60;-27.64;70;-25.67;74;-24.76;81;-30.27;87;-34.54;96;-33.26;99;-28.42;103;-33.19;112;-26.94;120;-24.68;126;-24.13;136;-27.56;138;-24.63;141;-21.57;142;-19.53;145;-19.53;145;-19.53;145;-19.53;145;-19.53;145;-19.53;145;-19.53;145
sedoy7390;0.00;8;-14.63;16;-11.31;21;-11.31;21;-3.16;22;-3.16;22;-1.43;25;-9.29;28;-9.29;28;-6.26;29;-9.05;34;-12.08;36;-20.64;42;-14.17;49;-22.69;50;-26.18;56;-26.18;56;-26.18;56;-26.18;56;-26.18;56;-26.18;56;-26.18;56;-26.18;56;-26.18;56;-26.18;56;-26.18;56;-26.18;56;-26.18;56;-26.18;56;-26.18;56
YouAreWelcome;0.00;5;-18.32;10;-13.39;14;-12.39;22;-0.99;25;-4.95;28;-2.53;31;+0.20;34;-9.31;36;-9.31;36;-9.31;36;-9.31;36;-9.31;36;-9.31;36;+1.50;43;+3.46;49;-4.42;55;+4.16;62;+11.81;72;-18.11;81;-22.95;90;-30.38;98;-30.38;98;-30.38;98;-30.38;98;-30.38;98;-30.38;98;-30.38;98;-30.38;98;-30.38;98
1%cf%ee%e6%e8%eb%e0%ff+%d7%e5%e1%f3%f0%e0%f8%ea%e01;+3.48;2;+3.48;2;-6.62;10;-6.62;10;+10.62;18;-6.53;25;-15.50;27;-15.50;27;-8.94;29;-12.14;37;-25.26;45;-28.99;52;-36.00;56;-51.13;64;-51.13;64;-51.13;64;-51.13;64;-51.13;64;-51.13;64;-51.13;64;-51.13;64;-51.13;64;-51.13;64;-51.13;64;-51.13;64;-51.13;64;-51.13;64;-51.13;64;-51.13;64;-51.13;64
jnkrt bk ru;-1.88;9;-5.88;18;+7.85;27;+24.76;36;+17.27;37;+5.87;40;+12.51;42;+31.16;47;+37.22;52;+24.05;57;+11.99;58;+11.99;58;+21.58;65;-0.66;73;+2.62;82;+6.72;87;+1.39;96;+2.97;104;+13.05;111;+0.81;115;-4.21;122;-27.02;127;-44.98;133;-36.02;140;-36.02;140;-36.02;140;-36.02;140;-36.02;140;-36.02;140;-36.02;140
Quintesence;+19.89;13;+31.47;26;+44.13;38;+17.71;51;+49.54;64;+59.46;77;+112.50;90;+205.06;103;+299.44;116;+221.09;129;+181.09;142;+205.82;155;+140.13;168;+202.96;181;+179.97;194;+197.62;207;+253.42;220;+315.76;233;+496.87;245;+684.48;258;+932.15;271;+1058.29;284;+1527.14;297;+1830.19;299;+1912.46;302;+1912.46;302;+1912.46;302;+1912.46;302;+1912.46;302;+1912.46;302
PotPotPot;-8.66;6;-8.66;6;-8.66;6;-8.58;16;+8.90;26;-11.28;36;-16.05;48;-15.13;49;-6.61;55;+1.43;63;+7.52;76;+14.75;89;-4.23;101;+20.52;113;+35.30;123;+65.39;137;+26.04;150;+45.56;163;+92.22;171;+115.88;182;+148.37;195;+116.14;208;+140.04;219;+100.69;232;+95.21;236;+95.21;236;+95.21;236;+95.21;236;+95.21;236;+95.21;236
