kapper;1_profit;1_bets;2_profit;2_bets;3_profit;3_bets;4_profit;4_bets;5_profit;5_bets;6_profit;6_bets;7_profit;7_bets;8_profit;8_bets;9_profit;9_bets;10_profit;10_bets;11_profit;11_bets;12_profit;12_bets;13_profit;13_bets;14_profit;14_bets;15_profit;15_bets;16_profit;16_bets;17_profit;17_bets;18_profit;18_bets;19_profit;19_bets;20_profit;20_bets;21_profit;21_bets;22_profit;22_bets;23_profit;23_bets;24_profit;24_bets;25_profit;25_bets;26_profit;26_bets;27_profit;27_bets;28_profit;28_bets;29_profit;29_bets;30_profit;30_bets
Domifan;0;1;-5;3;-5;3;-6.76;4;-6.76;4;-4.3;5;-9.06;6;-4.53;7;-1.53;9;-3.65;10;0.23;11;0.23;11;0.23;11;3.18;12;3.18;12;-1.97;13;-1.97;13;0.72;14;-4.31;15;-4.31;15;-9.07;17;-17.9;18;-13.19;19;-10.38;20;-10.38;20;-10.38;20;-10.38;20;-10.38;20;-10.38;20;-10.38;20
Avangard46;0;3;1.7;8;-2.96;9;-2.96;9;-2.96;9;-2.96;9;-1.12;11;-2.86;12;-5.78;14;-6.05;15;-2.86;17;-2.9;20;-1.9;25;-0.82;28;-6.62;36;-13.29;38;-13.29;38;-13.29;38;-13.78;39;-13.78;39;-13.78;39;-11.98;40;-11.98;40;-11.98;40;-9.59;41;-9.59;41;-9.59;41;-7.22;42;-7.22;42;-7.22;42
Gufik;0;1;0;2;1.78;3;3.8;4;3.8;6;1.79;7;1.79;8;4.11;9;0.99;11;-0.25;12;1.51;13;3.89;15;3.65;16;3.65;16;0.06;17;0.06;18;0.06;18;2.02;19;-2.04;23;-4.38;25;-8.1;26;-5.7;27;-3.71;28;-1.91;29;-1.91;29;-1.91;29;-4.85;30;-4.85;32;-4.85;32;-4.85;32
%cb%fe%f2%e8%ea;0;4;-11.01;5;-11.01;5;-11.01;5;-11.01;5;-11.01;5;-11.01;5;-11.01;5;-11.01;6;-12.46;8;-12.46;8;-12.46;8;-12.46;8;-12.46;8;-12.46;8;-12.46;8;-12.46;8;-12.46;8;11.66;17;-4.22;22;-8.04;23;-12.62;29;-12.62;29;-12.62;29;19.1;37;4.26;38;7.74;39;2.36;40;2.36;40;2.36;40
Ye9or;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;-7.84;6;-7.84;6;-4.8;7;-1.39;11;-11.8;14;-3.81;16;-12.28;17;-12.28;17;-12.28;17
akasyanenko;0;2;0;2;0;3;0;3;0;3;0;3;1.3;4;1.3;4;1.3;4;1.3;4;1.3;4;1.3;4;1.3;4;1.3;5;1.3;5;-1.16;7;-3.66;8;-3.66;8;-3.66;8;-3.66;8;-3.66;8;-3.66;9;-3.66;9;-3.66;10;0;13;0;13;0;13;0;13;0;13;0;13
buxbet;0;1;0;1;2.84;2;2.84;2;-0.4;3;3.54;4;3.54;4;-1.5;5;1.38;6;1.38;7;1.38;7;2.97;8;2.97;8;2.97;8;2.97;10;-5.91;12;-3.47;13;-3.47;13;-8.28;15;-12.85;16;-10.69;17;-13.73;19;-13.73;19;-13.73;19;-13.73;19;-11.45;20;-11.45;20;-11.45;20;-11.45;20;-11.45;20
Alone in the Dark;0;1;1.47;2;-2.59;3;-1.04;5;0.59;6;-2.34;7;-5.4;8;-3.55;9;-2.01;11;1.68;12;2.84;13;4.52;15;2.86;16;-2.27;17;-1.13;18;0.69;20;-0.18;21;1.71;24;-2.27;26;-4.93;28;-6.77;29;-4.54;30;-1.24;31;-5.19;32;-9.92;33;-14.4;34;-14.4;34;-14.4;34;-12.57;35;-12.57;35
Andrey18;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0.35;4;2.51;6;0.83;9;1.28;14;1.39;16;0.25;18;2.06;20;-2.03;21;2.02;22;-2.57;23;-2.57;23;-2.57;23;-2.57;23;-6.46;24;-6.46;24;-6.46;24;-6.46;24;-6.46;24
Professor_zoom;0;10;-4.19;20;-4.19;20;-4.19;20;-4.19;20;-9.48;24;-9.48;24;-9.48;24;-9.48;24;-9.48;24;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25;-6.86;25
Kharitosha;0;2;0;2;0;2;1.61;4;1.61;4;1.61;4;1.61;4;-7.29;7;3.37;13;7.15;20;7.15;20;8.65;25;8.65;25;8.65;25;8.65;25;16.3;28;9.95;33;9.95;33;9.95;33;8.08;35;8.08;35;8.08;35;8.08;35;-2.43;38;-2.43;38;-2.43;38;-2.43;38;-2.43;38;-2.43;38;-2.43;38
nestor154;0;1;0;1;0;1;0;1;-4.25;3;-4.25;3;-4.25;3;-4.25;3;-1.71;6;0.55;8;3.65;11;2.23;13;7.53;15;10.9;19;21.28;23;22.67;27;16.11;28;10.33;32;9.6;34;17.03;38;19.35;42;2.66;43;-2.44;45;1.97;46;-2.69;50;-12.12;53;-12.12;53;-12.12;53;-12.12;53;-12.12;53
lama;-4.34;4;-13.03;7;-18.76;13;-8.34;17;-4.3;22;5.69;26;11.68;27;11.55;33;-10.16;36;-18.84;39;-20.23;42;-23.93;48;-25.58;50;-16.8;55;-10.42;57;-14.76;58;-19.11;61;-10.07;66;-23.1;69;-6.43;71;-10.77;75;-7.9;80;-13.16;83;-8.68;85;-2.08;87;-7.16;93;-8.42;94;-10.51;97;-7.43;99;-7.43;99
well_done;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;3.48;2;3.48;2;-1.79;3;2.48;7;2.48;7;2.48;7;2.48;7;13.12;8;6.06;11;10.8;12;5.27;14;-5.8;19;-9.34;20;-6.28;21;-6.28;21;-6.28;21;-11.55;22;-11.55;22;-11.55;22;-11.55;22
alina.semenova;0.49;2;-0.26;4;-0.26;4;-3.95;5;-8.1;7;-6.12;9;-4.76;10;-9.52;11;-9.52;11;-9.52;11;-9.52;11;-9.52;11;-9.52;11;-9.52;11;-9.52;11;-9.52;11;-9.52;11;-9.52;11;-9.52;11;-9.52;11;-9.52;11;-9.52;11;-13.14;12;-13.14;12;-13.14;14;-13.14;14;-14.39;15;-14.39;15;-14.39;15;-14.39;15
taugres1981;0;4;10.98;9;8.55;11;-0.78;16;-1.93;20;-14.09;21;-20.83;24;-17.86;27;-26.06;30;-26.06;30;-23.12;32;-20.62;38;-15.56;39;-11.77;43;7.03;47;10.68;53;22.42;60;4.76;68;4.31;73;-18.78;77;-30.53;81;-30.53;81;-30.53;81;-30.53;81;-26.82;90;-28.16;95;-41.63;101;-31.67;106;-17.36;112;-17.36;112
hanterbash;0;3;1.29;4;0.27;6;-2.89;9;-3.35;12;2.64;15;-1.99;23;-10.56;28;-10.56;28;-9.94;31;-9.94;31;-9.94;31;-9.94;31;-9.94;31;-9.94;31;-9.94;31;-8.99;32;-11.43;40;-11.43;40;-11.43;40;-11.43;40;-11.43;40;-11.28;44;-16.79;46;-16.79;46;-16.79;46;-16.79;46;-16.79;46;-16.79;46;-16.79;46
BandyTime;0;3;-1.42;11;4.04;17;3.3;25;5.54;32;9.23;42;2.56;44;7.21;47;2.82;53;-1.58;56;-10.4;70;-1.3;75;-0.73;80;-0.73;80;4.37;84;0.37;90;-10.55;94;-18.22;98;-18.94;103;-20.45;105;-20.45;105;-20.45;105;-20.45;105;-20.45;105;-26.64;107;-26.64;107;-26.77;109;-26.77;109;-26.77;109;-26.77;109
